# docs/ir-op-inventory.tsv — GENERATED, do not edit.
# regenerate:  tools/ir-inventory.pl
# one row per name exported by the :pcl runtime package (the IR's
# whole vocabulary).  Contract columns are UNCLASSIFIED until the op's
# docstring carries a `Contract:` tail (grammar: docs/ir-spec.md §10).
name	kind	family	lambda_list	ctx	coerce	magic	dies	dynamic	phase	host	flags	summary
p-sig-rest-hash	function	signature	(args start)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Slurpy %rest signature parameter: a hash built from the flattened ARGS key/value pairs from index START onward.
p-sin	function	math	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl sin - sine
p-sleep	function	time	(secs)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl sleep - pause execution for specified seconds. Returns seconds slept.
p-slice-result	function	elements	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Context-dispatch for a slice whose context is only known at runtime (e.g. it is the argument of `return`): list context keeps the vector, scalar context reduces
p-socket	macro	socket	(fh domain type protocol)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl socket — bareword filehandle is auto-quoted.
p-socketpair	macro	socket	(fh1 fh2 domain type protocol)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl socketpair — both filehandles are auto-quoted.
p-sort	function	aggregate-builtin	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl sort - sort a list with optional comparator function. (p-sort list) - sort single array/list lexically (p-sort fn list...) - sort with comparator fn (lambd
p-sort-cmp	macro	context-frame	(params &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		A Perl sort comparator over PARAMS: BODY with `return` bound to it.
p-sort-get-fn	function	aggregate-builtin	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Get a CL function from a Perl scalar sort comparator (coderef, string, glob, or glob ref). Handles: \&foo (double-boxed fn), *foo (typeglob), \*foo (box of type
p-sort-named	function	aggregate-builtin	(sym fn)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		The comparator form `sort NAME LIST` emits: FN with the NAME attached.
p-splice	macro	aggregate-builtin	(arr &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl splice - auto-declares array if unbound (handles @Foo::ISA etc.)
p-split	function	aggregate-builtin	(pattern str &optional limit)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl split - split string by pattern. Note: pattern and str are NOT optional here - PExpr.pm adds defaults (pattern=' ', str=$_) at parse time so codegen always
p-sprintf	function	string	(fmt &rest args)	insensitive	str,num	none	no	no	no	none		Perl sprintf - full format string parser. Supports: %d %i %u %o %x %X %b %B %e %E %f %F %g %G %s %c %% Flags: - + 0 space # Width and precision: literal or * (f
p-sqrt	function	math	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl sqrt - square root
p-srand	function	math	(&optional seed)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl srand - seed the RNG, returning the seed. Previously a no-op that DISCARDED the seed, so `srand($n); rand` was not reproducible at all (op/rand.t t262/t263
p-stash	function	introspection	(pkg-name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Return the package stash as a hash mapping Perl symbol names to code-ref boxes. Keys are lowercase Perl sub names; values are (make-p-box function). Child names
p-stat	macro	file-ops	(arg)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl p-stat — a bareword filehandle in the operand slot is a NAME, not a variable (#1032). Body: %p-stat-impl.
p-str-bit-and	function	bitwise	(a b)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl string bitwise AND (&.) — always string, byte-by-byte, truncates to shorter
p-str-bit-and=	macro	compound-assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-str-bit-and=-raw	macro	compound-assignment	(var value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-str-bit-not	function	bitwise	(a)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl string bitwise NOT (~.) — always string, complement each byte
p-str-bit-or	function	bitwise	(a b)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl string bitwise OR (|.) — always string, byte-by-byte, pads with NUL
p-str-bit-or=	macro	compound-assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-str-bit-or=-raw	macro	compound-assignment	(var value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-str-bit-xor	function	bitwise	(a b)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl string bitwise XOR (^.) — always string, byte-by-byte, pads with NUL
p-str-bit-xor=	macro	compound-assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-str-bit-xor=-raw	macro	compound-assignment	(var value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-str-cmp	function	string-compare	(a b)	insensitive	str	none	no	no	no	none		Perl string comparison (cmp) with stringp fast path
p-str-eq	function	string-compare	(a b)	insensitive	str	none	no	no	no	none		Perl eq with stringp fast path (returns 1 / "")
p-str-ge	function	string-compare	(a b)	insensitive	str	none	no	no	no	none		Perl ge with stringp fast path (returns 1 / "")
p-str-gt	function	string-compare	(a b)	insensitive	str	none	no	no	no	none		Perl gt with stringp fast path (returns 1 / "")
p-str-le	function	string-compare	(a b)	insensitive	str	none	no	no	no	none		Perl le with stringp fast path (returns 1 / "")
p-str-lt	function	string-compare	(a b)	insensitive	str	none	no	no	no	none		Perl lt with stringp fast path (returns 1 / "")
p-str-ne	function	string-compare	(a b)	insensitive	str	none	no	no	no	none		Perl ne with stringp fast path (returns 1 / "")
p-str-x	function	string	(str count)	insensitive	str,num	none	no	no	no	none		Perl string repetition operator (x). If str is an array (adjustable vector), uses its length (scalar context). `use overload q(x)` DISPATCHES HERE (task #1005's
p-str-x=	macro	compound-assignment	(place value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl x= (repeat-assign). Delegates to p-str-x.
p-str-x=-raw	macro	compound-assignment	(var &rest %args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl x= (repeat-assign). Delegates to p-str-x.
p-string-concat	function	string	(&rest args)	insensitive	str	none	no	no	no	none		Perl string concatenation for string interpolation ("$a $b"). perl spells "a $o b" as 'a ' . $o . ' b', so a '.' overload participates and the result need not b
p-study	function	misc-builtin	(&optional str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl study - deprecated no-op in modern Perl. Returns 1.
p-sub	macro	declaration	(name params facts &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-sub-defined	function	introspection	(pkg-str name-str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl defined &funcname — true only if sub has an actual body (not a stub).
p-sub-exists	function	introspection	(pkg-str name-str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl exists &funcname — 1 if the sub has been declared or defined, else the DEFINED empty string (it was undef; see p-exists, #1173).
p-sub-frame	macro	sub-definition	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		A Perl SUB frame: BODY with `return` bound to it, and perl's leave rule applied to the value it exits with. ONE spelling of the frame — p-sub uses it, and the a
p-subst	function	regex	(pattern replacement &rest modifiers)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create a substitution operation s/// Modifiers are keywords like :g :i :s :m :x :e
p-substr	function	string	(str start &optional len replacement)	insensitive	str,num	none	yes	no	no	none		Perl substr function. 2-3 args: extract substring. 4 args: replace in place (if str is a box), return replaced portion. Negative start: count from end. Negative
p-substr-lvalue-cell	function	reference	(str start &optional len)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Bare magic-cell box for a substr() lvalue window (no \-ref wrapper). Reading returns the current substring (p-substr getter), writing replaces that region of ST
p-substr-ref	function	reference	(str start &optional len)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl \substr(STR, START [, LEN]) — a live reference to the substr lvalue window. Like p-arylen-ref it wraps a p-magic-cell: reading returns the current substrin
p-super-call	function	oo	(obj method current-class &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Call method starting from parent of current-class in MRO (for SUPER:: calls). Uses CLOS MRO when @ISA is empty; falls back to @ISA walk otherwise (covers the co
p-symlink	function	file-ops	(old new)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl symlink OLD, NEW — create a symbolic link. Returns 1 on success, 0 on failure.
p-symref-site	macro	UNCLASSIFIED	nil	insensitive	none	none	no	no	no	none		The per-call-site cache cell the `symref-const` emission passes to a cast: `(p-cast-$ "main::g" (p-symref-site))`. One fresh cell per EXPANSION, i.e. per emitte
p-sysopen	macro	io	(fh path flags &optional perms)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl sysopen - open(2) with O_* flags. Bareword FH is auto-quoted, exactly as p-open does it.
p-sysread	macro	io	(fh &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl sysread — bareword filehandle is auto-quoted.
p-sysseek	macro	io	(fh &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl sysseek — bareword filehandle is auto-quoted.
p-system	function	process	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl system - execute a shell command. system(CMD) or system(PROG, ARGS...). Sets $? to wait status (exit_code << 8), returns same value. Perl's PERL_FLUSHALL_F
p-syswrite	macro	io	(fh &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl syswrite — bareword filehandle is auto-quoted.
p-tail-value	macro	control-flow	(form)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		The value of a TAIL-position `return EXPR` (task #994, the `tail-return` Kind-A emission). A `return` that IS a sub body's last statement does not need the thro
p-tell	macro	io	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl tell — bareword filehandle is auto-quoted.
p-tie	function	tie	(box classname &rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl tie - bind a scalar variable to a class implementing TIESCALAR. Dispatches to TIEARRAY or TIEHASH when box holds a vector or hash-table (future: requires a
p-tie-proxy	class	tie		UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-tie-proxy-p	function	tie	(sb-kernel::object)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-tie-proxy-saved-value	function	tie	(sb-kernel:instance)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	
p-tie-proxy-tie-obj	function	tie	(sb-kernel:instance)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	
p-tied	function	tie	(box)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl tied() - returns the tie object if box is tied, undef otherwise.
p-time	function	time	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl time - return seconds since Unix epoch.
p-times	function	time	(&key wantarray)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl times - return process times (user, system, child-user, child-system). Uses CL's get-internal-run-time for user time approximation. System and child times 
p-to-s64	function	bitwise	(n)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Convert integer to signed 64-bit range (-2^63 to 2^63-1).
p-tr	function	regex	(from to &rest modifiers)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Create a transliteration operation tr/// Modifiers are keywords like :c :d :s :r
p-true-p	function	box	(val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl truthiness with inline fast paths for raw numbers and strings. Number: false iff zero (NaN is true). String: false iff "" or "0". Everything else (boxes, u
p-truncate	macro	file-ops	(fh-or-file size)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl truncate FH/EXPR, LENGTH — the first operand is filehandle-like, so a bareword must be quoted (otherwise it is an unbound variable reference).
p-try	macro	exception	(try-form catch-clause &optional finally-form)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl's `try BLOCK catch (VAR) BLOCK [finally BLOCK]` (feature 'try', 5.34). CATCH-CLAUSE is (VAR CATCH-FORM); FINALLY-FORM is optional. Every rule below was pro
p-typeglob	class	typeglob		UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-typeglob-name	function	typeglob	(sb-kernel:instance)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	
p-typeglob-p	function	typeglob	(sb-kernel::object)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-typeglob-package	function	typeglob	(sb-kernel:instance)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	setf	
p-uc	function	string	(str)	insensitive	str	none	no	no	no	none		Perl uc - uppercase
p-ucfirst	function	string	(str)	insensitive	str	none	no	no	no	none		Perl ucfirst - uppercase first character
p-umask	function	file-ops	(&optional mode)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl umask [EXPR] — set the file-creation mask and return the PREVIOUS value. With no argument, return the current mask without changing it (sb-posix:umask alwa
p-undef	function	box	(&optional val)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Return Perl's undef value, or undefine a variable. (p-undef) → undef (p-undef @arr) → clear array, return undef (p-undef %hash) → clear hash, return undef (p-un
p-undef-sub	function	introspection	(pkg-str name-str)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl undef &funcname — remove sub body; sub still 'exists' afterward.
p-unless	macro	control-flow	(condition then-form &optional else-form)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl unless
p-unlink	function	file-ops	(&rest files)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl unlink - delete files via unlink(2), the path string passed to the C layer untouched (wildcard characters are literal, #755). A symlink is removed ITSELF, 
p-unpack	function	pack	(&rest args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
p-unparsable-quote	function	string	(text)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		The value of a quote-like literal whose delimiters the compiler could not read. Pl/ExprToCL.pm's convert_perl_string_form emits this call IN PLACE of the string
p-unrepresentable-char	function	string	(code)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		The value of a string literal that held CODE, a code point above U+10FFFF. SBCL's CHAR-CODE-LIMIT is #x110000, so no CL character holds CODE and the string simp
p-unshift	function	aggregate-builtin	(arr &rest items)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl unshift - adds to front. Stores values in boxes for l-value semantics. Recognizes p-flatten-marker to flatten @array arguments.
p-untie	function	tie	(box)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl untie - remove tie from variable, restoring its pre-tie value. Calls UNTIE on the tie object if the method exists.
p-until	macro	control-flow	(condition &body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl until loop
p-use	function	module-system	(module-name &key (import-args :default) (do-import t) into)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl use - load module at compile time and import symbols. MODULE-NAME: 'Foo::Bar' or 'Foo/Bar.pm' IMPORT-ARGS: the evaluated import list (a vector) — `use Foo 
p-utime	function	file-ops	(&optional atime mtime &rest files)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl utime ATIME, MTIME, LIST — set access/modification times. Returns count. Times are Unix-epoch seconds (same convention as sb-posix:utime). undef ATIME/MTIM
p-values	function	aggregate-builtin	(collection)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl values function — returns the container's own value slots as ALIASES (%p-elem-cell / %p-hash-elem-cell), so `for (values %h) { $_ .= "x" }` writes through 
p-vec	function	bit-string	(str offset bits)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl vec - treat string as bit vector and extract element. OFFSET is the element index, BITS is element size (1, 2, 4, 8, 16, 32, 64). Returns the numeric value
p-vec-lvalue-cell	function	reference	(str offset bits)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Bare magic-cell box for a vec() lvalue element (no \-ref wrapper). See p-substr-lvalue-cell.
p-vec-ref	function	reference	(str offset bits)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl \vec(STR, OFFSET, BITS) — a live reference to a vec() lvalue element. Reading returns the element value (p-vec); writing stores it (p-vec-set). STR must be
p-vec-set	function	bit-string	(str-box offset bits value)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl vec lvalue - set element in string-as-bit-vector. BITS must be 1, 2, 4, 8, 16, 32, or 64. Negative OFFSET dies. Modifies str-box.
p-vector-append	macro	reference	(dest src)	insensitive	none	none	no	no	no	none		Push every element of the vector SRC onto the adjustable vector DEST. The spread half of a `\(LIST)` refgen over more than one element: the emitter used to writ
p-version-string	function	string	(&rest code-points)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Build a Perl v-string (v1.20.300) from integer code points. Each code point becomes a character; the result is a p-vstring struct so a scalar assigned from it a
p-void-ctx	macro	context-frame	(&body body)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Evaluate BODY in Perl VOID context.
p-wait	function	process	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl wait - wait for any child. Returns the reaped PID (or -1), sets $?.
p-waitpid	function	process	(pid &optional (flags 0))	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl waitpid(PID, FLAGS) - wait for a child. Returns the reaped PID (or -1 / 0), and sets $? to the child's raw wait status (exit_code << 8 | signal).
p-wantarray	function	aggregate-builtin	nil	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl wantarray(): 1 in list context, "" in scalar, undef in void. Reads *pcl-caller-wantarray* (set at sub entry) so it reflects the caller's context even when 
p-warn	function	exception	(&rest raw-args)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl warn - respects $SIG{__WARN__} handler. Accepts an optional (:loc "FILE line N") marker from codegen for the ' at FILE line N.' suffix on a message that do
p-weaken	function	reference	(ref)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Scalar::Util::weaken / builtin::weaken — no-op stub.
p-while	macro	control-flow	(condition &rest body-and-keys)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl while loop with optional :label and :continue. Uses tagbody/go instead of loop so that (return-from nil ...) from p-return inside the loop body correctly e
p-write	macro	io	(&optional fh)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl write — a bareword filehandle in the slot is a NAME (#1032).
p-xor	function	logical	(a b)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Perl 'xor' operator: returns 1 if exactly one side is true, "" if both or neither
p-__pcl_set_prototype	function	introspection	(code proto)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Register PROTO as the Perl prototype of the sub CODE refers to; returns CODE. Perl-side spelling: __pcl_set_prototype($code, $proto) — emitted by the :prototype
perl-pkg-to-clos-class	function	oo	(name)	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		Convert Perl package name to CLOS class name: Foo::Bar -> plc-foo-bar. The plc- prefix guarantees the upcased class symbol never lands on a locked COMMON-LISP/S
pl-can_ok	function(lazy)	tap		UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED		
